pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
BTCUSDC-BTCUSDT,10/03-01/31,-2.0785353,2.5858473777770996,65,-0.031977467,27,102,2881,0.033830438,-0.100309536
DYDXUSDT-KSMUSDT,10/03-01/31,-4.1403317,3.036811113357544,47,-0.08809216,25,68,2881,1.4688609,-1.4415663
CBKUSDT-FILUSDC,10/03-01/31,102.2402,4.571043968200684,38,2.6905315,15,60,2881,62.432983,-5.803509
BATUSDT-JSTUSDT,10/03-01/31,12.4471855,1.4582610130310059,56,0.22227117,35,77,2881,5.771905,-6.345652
ETHDAI-ETHEUR,10/03-01/31,67.344635,1.966925859451294,79,0.8524637,68,90,2881,4.271916,-1.1730506
APEUSDC-HFTUSDC,10/03-01/31,6.769495,1.803191900253296,48,0.14103115,27,68,2881,4.5667663,-2.086128
CBKUSDT-ENJUSDT,10/03-01/31,21.137539,7.145024299621582,47,0.44973487,24,70,2881,52.885857,-14.813146
GODSUSDT-KCALUSDT,10/03-01/31,-7.7662086,1.7395765781402588,38,-0.20437391,13,63,2881,3.2220943,-3.0865178
ETHUSDC-ETHUSDT,10/03-01/31,-0.92821497,1.708059549331665,59,-0.015732458,32,86,2881,0.084429525,-0.08838262
APEUSDT-HFTUSDC,10/03-01/31,7.4608154,2.2661614418029785,49,0.15226154,26,71,2881,4.233511,-2.7500093
CBKUSDT-ETCUSDT,10/03-01/31,32.36808,6.019726276397705,48,0.674335,23,72,2881,50.22001,-14.766472
GMTUSDT-KCALUSDT,10/03-01/31,3.9180574,2.618821144104004,38,0.103106774,16,59,2881,5.6585174,-5.1386676
AVAUSDT-FLOWUSDT,10/03-01/31,-7.3392744,3.900131940841675,55,-0.13344136,27,82,2881,3.432437,-3.5060096
AXLUSDT-IZIUSDT,10/03-01/31,23.567095,2.2022790908813477,49,0.4809611,28,70,2881,6.500828,-2.9299028
BICOUSDT-DUELUSDT,10/03-01/31,-5.081441,2.394503116607666,45,-0.11292091,22,67,2881,4.8701997,-11.385515
GMTUSDC-KCALUSDT,10/03-01/31,18.986969,2.1697230339050293,37,0.5131613,21,53,2881,6.642384,-8.023839
CYBERUSDT-FIDAUSDT,10/03-01/31,15.607474,2.9560301303863525,53,0.29448065,29,76,2881,17.811806,-3.111048
FLOWUSDT-JSTUSDT,10/03-01/31,19.151968,1.2494442462921143,49,0.3908565,31,66,2881,4.005572,-2.3479292
DMAILUSDT-FIDAUSDT,10/03-01/31,3.958231,0.7006888389587402,41,0.09654222,21,60,2881,1.4075857,-0.9298225
BATUSDT-ETCUSDT,10/03-01/31,-3.0446332,1.2467951774597168,47,-0.06477943,19,74,2881,4.2339134,-2.3238566
DYDXUSDT-KCALUSDT,10/03-01/31,-1.0667078,2.2051186561584473,39,-0.027351484,18,59,2881,2.0216687,-3.3481498
AFCUSDT-CITYUSDT,10/03-01/31,-23.968544,2.578713893890381,44,-0.54473966,19,69,2881,8.472354,-8.182915
1INCHUSDT-AXSUSDT,10/03-01/31,-4.1452293,2.3427884578704834,56,-0.07402195,27,85,2881,2.0358105,-1.9592533
ENJUSDT-FILUSDC,10/03-01/31,1.237308,2.61655592918396,56,0.022094786,26,85,2881,3.5420446,-2.8640764
AVAUSDT-KASTAUSDT,10/03-01/31,4.445504,2.2645514011383057,33,0.13471225,14,51,2881,3.643469,-3.63171
BICOUSDT-KASTAUSDT,10/03-01/31,10.998838,1.6747342348098755,41,0.26826435,20,61,2881,5.360439,-3.4326537
FIDAUSDT-KAVAUSDT,10/03-01/31,-13.10422,1.9876370429992676,51,-0.2569455,25,77,2881,4.984159,-10.59789
ARKMUSDT-ARUSDT,10/03-01/31,10.947432,2.652947187423706,55,0.19904421,29,80,2881,6.6534715,-2.7510736
CBKUSDT-FILUSDT,10/03-01/31,87.74288,4.9075398445129395,39,2.2498174,16,61,2881,63.037437,-8.058504
1INCHUSDT-ICXUSDT,10/03-01/31,4.941188,2.3689193725585938,53,0.09322996,32,74,2881,3.142435,-1.7160313
ETHDAI-ETHEUR,11/02-03/02,27.971853,4.43709135055542,71,0.39396977,56,86,2881,1.5509201,-1.0404718
APEUSDC-HFTUSDC,11/02-03/02,3.0814137,4.7730512619018555,51,0.060419876,28,73,2881,2.7488089,-3.9112911
BATUSDT-JSTUSDT,11/02-03/02,-5.763651,2.544163227081299,45,-0.12808113,21,68,2881,3.962587,-3.2577896
CHZUSDC-JSTUSDT,11/02-03/02,3.9323854,1.0150851011276245,44,0.0893724,19,68,2881,2.555635,-0.8477997
ETHUSDC-ETHUSDT,11/02-03/02,-3.415325,4.308407783508301,55,-0.062096816,8,102,2881,0.0950513,-0.13271765
APEUSDT-HFTUSDC,11/02-03/02,5.871932,5.191254138946533,55,0.1067624,33,77,2881,1.8830688,-1.9895588
AFCUSDT-CITYUSDT,11/02-03/02,65.11349,9.72901725769043,50,1.3022697,27,72,2881,26.058823,-7.380199
CHZUSDT-JSTUSDT,11/02-03/02,0.86538696,1.2477288246154785,52,0.016642056,28,76,2881,2.376365,-1.1125047
CYBERUSDT-FIDAUSDT,11/02-03/02,-7.75971,5.065786361694336,47,-0.1651002,18,75,2881,4.2269387,-3.621871
FLOWUSDT-JSTUSDT,11/02-03/02,-17.818071,3.0075016021728516,44,-0.40495616,20,68,2881,2.2254555,-4.0146804
GODSUSDT-KCALUSDT,11/02-03/02,-22.790012,7.0651397705078125,41,-0.55585396,10,72,2881,21.969927,-6.215501
CSPRUSDT-GTAIUSDT,11/02-03/02,13.303046,3.8872904777526855,53,0.25100088,31,75,2881,15.828288,-8.810099
AVAUSDT-KASTAUSDT,11/02-03/02,-5.539877,4.343461990356445,47,-0.11786972,21,73,2881,5.799013,-3.5190501
BICOUSDT-KASTAUSDT,11/02-03/02,0.23287725,3.959935426712036,47,0.0049548354,24,70,2881,5.8552136,-3.3077474
GMTUSDT-KCALUSDT,11/02-03/02,3.9416666,7.525195598602295,48,0.08211806,21,75,2881,7.6948557,-5.3526525
CSPRUSDT-FTTUSDT,11/02-03/02,19.437359,2.4937381744384766,47,0.41356084,28,65,2881,14.517819,-6.8804007
DYDXUSDT-KCALUSDT,11/02-03/02,3.1689985,5.991998195648193,43,0.07369764,20,65,2881,3.7933521,-6.2293186
DMAILUSDT-FIDAUSDT,11/02-03/02,11.945746,1.7507669925689697,44,0.27149424,26,62,2881,7.890703,-1.386516
GMTUSDC-KCALUSDT,11/02-03/02,-17.237198,7.241049289703369,49,-0.35177955,17,80,2881,8.93619,-4.3911505
CHRPUSDT-ERTHAUSDT,11/02-03/02,-5.8640766,1.4850969314575195,37,-0.15848856,11,63,2881,0.7395846,-0.9279817
CBKUSDT-ETCUSDT,11/02-03/02,-36.14966,7.5684309005737305,56,-0.6455296,21,91,2881,8.627391,-10.821588
FIDAUSDT-KAVAUSDT,11/02-03/02,-9.483515,3.941680908203125,50,-0.1896703,27,72,2881,2.5330093,-6.183492
BATUSDT-ETCUSDT,11/02-03/02,-2.6064909,3.996198892593384,51,-0.051107664,27,75,2881,1.9367714,-1.4336951
AEGUSDT-DOMEUSDT,11/02-03/02,-12.627062,0.7396827340126038,34,-0.37138417,12,56,2881,2.3615918,-8.888438
CBKUSDT-FILUSDT,11/02-03/02,-37.989067,8.23733901977539,54,-0.7035012,29,79,2881,4.556572,-10.293992
