pair,period,total_pnl,total_costs,trade_count,avg_pnl_per_trade,win_days,lose_days,total_days,max_daily_gain,max_daily_loss
COMPUSDT-GMXUSDT,08/02-10/31,0.7629708,0.0,3,0.2543236,2,4,2881,0.456596,-0.036653537
ETHUSDC-ETHUSDT,08/02-10/31,-0.08908099,0.0,2,-0.044540495,1,3,2881,0.0107286135,-0.043064326
MASKUSDT-XRPUSDC,08/02-10/31,0.583204,0.0,12,0.04860033,8,16,2881,1.7145989,-2.2020018
MASKUSDT-XRPUSDT,08/02-10/31,0.5884383,0.0,12,0.04903652,8,16,2881,1.6673847,-2.1068268
ALGOUSDT-IMXUSDT,08/02-10/31,2.6819017,0.0,8,0.3352377,6,10,2881,0.96183914,-0.6518773
GMTUSDT-SANDUSDT,08/02-10/31,-1.5642741,0.0,7,-0.22346772,4,10,2881,1.3039638,-1.584408
MVUSDT-XLMUSDT,09/01-11/30,19.145433,0.0,9,2.1272705,7,11,2881,12.5367775,-3.0603673
DAIUSDT-USDCUSDT,09/01-11/30,89.96573,0.0,7,12.852247,3,11,2881,76.25321,-9.30072
GMXUSDT-WAVESUSDT,10/01-12/30,2.9900627,0.0,7,0.42715183,5,9,2881,2.8069491,-0.3045381
FILUSDT-WAVESUSDT,10/01-12/30,4.6413283,0.0,16,0.29008302,11,21,2881,4.494198,-3.4363487
FILUSDT-SANDUSDT,10/01-12/30,0.7164848,0.0,10,0.07164848,6,14,2881,1.1466985,-1.4988776
SANDUSDT-WAVESUSDT,10/01-12/30,3.8020282,0.0,11,0.34563893,7,15,2881,1.7959156,-2.0031514
MVUSDT-TONUSDT,10/01-12/30,5.0270224,0.0,3,1.6756741,1,5,2881,7.6226616,-2.1449294
